ticker,sector,market_cap,book_value,price_to_book,roe,trailing_pe,forward_pe,dividend_yield,beta,avg_volume,current_price,volatility_60d,momentum_60d,avg_volume_60d
CTAS,Industrials,76913262592.0,11.142,17.177347,0.43396,40.98287,35.387676,0.95,0.972,2002896,191.39,0.1545636305551708,0.04681305823225124,2008700.0
NSC,Industrials,65360281600.0,69.276,4.204053,0.19248,22.82445,21.28454,1.85,1.327,1247926,291.24,0.1775403101919391,0.03267853057959669,1244937.0967741935
COR,Health Care,69877661696.0,7.776,46.195988,1.23751,44.23892,18.48704,0.68,0.665,1418216,359.22,0.19730870952111176,0.06512759175849392,1415979.0322580645
WBD,Communication,68285067264.0,14.541,1.893955,0.00969,144.94737,-141.49927,,1.572,43313250,27.54,0.31548528656080344,0.22672605699820214,43320019.35483871
AEP,Utilities,64111439872.0,56.789,2.1091232,0.12923001,17.459913,18.949343,3.19,0.615,3392409,119.775,0.1509862507467659,0.003862296507538554,3410570.9677419355
NU,Financials,86008971264.0,2.178,8.149678,0.278,36.224487,19.47083,,1.083,40848222,17.75,0.33686407910027844,0.10180008240314087,40567164.51612903
PCAR,Industrials,64576917504.0,36.665,3.3522432,0.12922,27.252771,18.35993,1.07,1.024,3259393,122.91,0.2641234820044286,0.2692415234717811,3244864.5161290322
TRV,Financials,63463776256.0,151.237,1.8812196,0.20698999,10.360889,10.064133,1.55,0.531,1507963,284.51,0.16106762036811006,0.06334425858538673,1514301.6129032257
AJG,Financials,64082104320.0,90.752,2.7478182,0.06906,43.444252,16.726295,1.12,0.675,1782154,249.37,0.2510408873485731,0.0021733864711874773,1835130.6451612904
SPG,Real Estate,72163475456.0,7.073,27.047928,0.82455003,27.60606,27.796585,4.64,1.4,1439167,191.31,0.15822031856484528,0.10186208545133679,1446798.3870967743
AZO,Consumer Discretionary,61612212224.0,-194.67,-19.02856,,25.839077,21.160591,,0.42,163900,3704.29,0.26758110543683533,0.008126459880143155,163604.83870967742
EOG,Energy,61222240256.0,55.693,2.0133588,0.18476999,11.135055,11.638878,3.64,0.501,4120837,112.13,0.2403749340422014,0.0695285469410003,4118325.806451613
ROST,Consumer Discretionary,61353934848.0,18.175,10.3796425,0.37425,29.522692,26.348501,0.86,1.012,2654639,188.65,0.2204493317966586,0.18977945896902892,2640141.935483871
PSX,Energy,58016075776.0,66.805,2.1489408,0.056199998,38.905148,13.0086775,3.33,0.897,2353244,143.56,0.31014064150191784,0.06346953370823916,2346219.35483871
KMI,Energy,67832942592.0,14.005,2.1770797,0.09826,22.094202,20.854137,3.87,0.686,13765793,30.49,0.2053926990154461,0.1773564708518205,13774206.451612903
CVNA,Consumer Discretionary,86962028544.0,16.143,24.847301,0.6815,97.121056,53.824516,,3.553,4174024,401.11,0.6622725417808832,0.3085077776814307,4198709.677419355
DLR,Real Estate,58033467392.0,64.987,2.5535877,0.05825,42.881138,46.014015,2.91,1.125,1976921,165.95,0.2283082204648431,-0.01837696829845703,1974690.322580645
BDX,Health Care,58076966912.0,88.962,2.2872686,0.06544,34.605442,12.83796,2.09,0.262,2183460,203.48,0.22348745445512325,0.1448017034242155,2191666.129032258
SRE,Utilities,56789823488.0,47.741,1.8225424,0.0677,26.772308,16.84471,2.96,0.746,3903455,87.01,0.1976949652864144,-0.04671878911639116,3889325.806451613
APD,Materials,60656254976.0,69.171,3.9395123,-0.01667,,19.605982,2.66,,1651121,272.5,0.3581689502487414,0.1314937200202848,1659353.2258064516
NET,Information Technology,62122364928.0,3.846,46.112846,-0.08882,,150.06389,,1.968,3106572,177.35,0.5123921986766042,-0.2998420688243064,3209419.35483871
ABNB,Consumer Discretionary,79204925440.0,14.161,9.1356535,0.30776,31.324453,26.820715,,1.1,4727744,129.37,0.2597448421649338,0.022364423748892914,4707645.161290322
BKR,Energy,55298809856.0,19.26,2.9096572,0.14552,21.805449,19.256409,1.62,0.887,8060849,56.04,0.3199519336323377,0.16311199747466087,8043100.0
APO,Financials,78090051584.0,37.456,3.5919476,0.16549,19.612244,14.658807,1.52,1.583,3168988,134.54,0.3151269088594669,0.08653720258734277,3167161.290322581
O,Real Estate,56151351296.0,42.451,1.4407198,0.02488,56.629627,38.14561,5.33,0.807,6442249,61.16,0.16016471976925642,0.06964785016001951,6447927.419354838
MNST,Consumer Staples,78904229888.0,7.928,10.186681,0.25538,45.37079,35.556416,,0.46,5555885,80.76,0.2118624126847914,0.20843932251252406,5546979.0322580645
VLO,Energy,56361541632.0,77.879,2.3296394,0.082779996,23.966974,14.326346,2.65,0.767,3156265,181.43,0.34030721188924923,0.0767519502336893,3132295.1612903224
VST,Utilities,53653020672.0,8.073,19.614767,0.1731,58.431736,16.83432,0.56,1.418,4909196,158.35,0.5473640645115846,-0.15788217180098718,4898262.903225807
F,Consumer Discretionary,55304843264.0,11.894,1.1669749,0.10295,11.965518,8.975918,4.29,1.631,58290106,13.88,0.25908919252111,0.06934691687148553,58460620.96774194
MPWR,Information Technology,53854654464.0,74.48,15.093313,0.64029,30.398865,53.89257,0.53,1.456,671350,1124.15,0.39389513325959197,0.12044906843958647,687079.0322580645
ADSK,Information Technology,53861310464.0,13.646,18.530704,0.40333998,49.777557,21.723759,,1.466,1641119,252.87,0.2768484215611403,-0.1608482173284227,1632016.1290322582
ZTS,Health Care,55318163456.0,12.227,10.208554,0.49868,20.495893,18.327152,1.74,0.97,5421101,124.82,0.3678208983386374,-0.13003684702142337,5387506.451612903
IDXX,Health Care,53639950336.0,19.515,34.35614,0.64633006,53.76584,46.11253,,1.672,556293,670.46,0.39777696779828536,0.06505061328933825,563037.0967741936
MPC,Energy,53565341696.0,56.801,3.1018822,0.18887,18.683987,13.505248,2.28,0.732,2266216,176.19,0.31348571287048305,-0.09149291454534192,2254487.0967741935
AU,Materials,46888976384.0,15.231,6.097433,0.38715,23.45202,10.483894,2.36,0.594,2851063,92.87,0.6169212983263523,0.379858262696686,2853758.064516129
AFL,Financials,59339550720.0,54.57,2.0331683,0.1558,14.522251,15.171176,2.21,0.664,2380678,110.95,0.15494438305033484,0.04047759502514725,2384359.6774193547
AME,Industrials,51729063936.0,45.728,4.8980927,0.14632,35.72249,27.972393,0.55,1.047,1351367,223.98,0.174835801351011,0.1099354390677989,1375000.0
ALL,Financials,52434927616.0,97.344,2.0441937,0.34469002,6.4314804,8.178096,2.02,0.24,1656291,198.99,0.21234495265251369,0.04390522586231982,1652575.8064516129
FTNT,Information Technology,62266781696.0,0.99,82.08081,2.28043,33.578514,27.59778,,1.069,5993591,81.26,0.29235065800214666,-0.05981717170763112,5972411.29032258
D,Utilities,51379961856.0,31.265,1.9245162,0.09204,19.858086,16.716488,4.39,0.699,6226585,60.17,0.19380065700175791,0.036791046679379935,6253454.838709678
CMG,Consumer Discretionary,52120199168.0,2.43,15.995884,0.44958,34.705357,31.920834,,0.974,20043906,38.87,0.32247367630901164,0.22656984149024284,20530698.387096774
EA,Communication,51001643008.0,24.063,8.4744215,0.13201,59.107246,22.025286,0.37,0.733,1972104,203.92,0.028707192468445535,0.02024799839680891,1976866.1290322582
CBRE,Real Estate,50689015808.0,29.119,5.8494453,0.14091,42.5825,23.098225,,1.345,1353177,170.33,0.2252411921788441,0.11743101761703012,1355132.2580645161
CTVA,Materials,49438482432.0,37.265,1.9535758,0.06705,29.836065,19.89642,0.98,0.745,3759722,72.8,0.19300750504800873,0.18806550990782767,3773417.7419354836
CAH,Health Care,51054424064.0,-12.097,-17.763083,,31.834074,19.030378,0.97,0.654,2122326,214.88,0.1804485300985609,0.1291904701498987,2153912.9032258065
URI,Industrials,49762594816.0,142.133,5.502311,0.28357,20.244886,14.760823,1.01,1.69,668831,782.06,0.39323814132256796,-0.10041470756092719,669295.1612903225
FAST,Industrials,49779773440.0,3.435,12.622999,0.33291,39.779816,32.42936,2.08,0.895,7758726,43.36,0.21681412121194965,0.05953556128642079,7755041.935483871
PYPL,Financials,50338889728.0,21.464,2.454808,0.24358,10.665992,9.188407,1.05,1.427,15405506,52.69,0.2599751669262454,-0.23759479582302245,15453322.58064516
FERG,Industrials,50689228800.0,30.914,8.166527,0.33404,25.973251,22.515621,1.39,1.134,1451691,252.46,0.2947301986288552,0.020013327504528,1463085.4838709678
OKE,Energy,49870376960.0,35.058,2.2588284,0.17847,14.45073,13.535502,5.3,0.92,4288472,79.19,0.24359590520295096,0.2003941333345669,4320100.0
AMP,Financials,48978964480.0,69.313,7.605932,0.59589,14.368766,11.585746,1.21,1.256,606706,527.19,0.24122619127706937,0.1684175269913497,613101.6129032258
ROK,Industrials,47407452160.0,32.509,12.970255,0.20282,55.553356,30.916792,1.29,1.516,872895,421.65,0.2600960545828041,0.1488722338430959,870488.7096774194
GWW,Industrials,51655950336.0,74.772,14.443106,0.46719003,30.301346,24.631441,0.84,1.126,270139,1079.94,0.21079619276742115,0.10572166694371576,280083.87096774194
CARR,Industrials,50703941632.0,17.192,3.4655657,0.0998,37.2375,20.717426,1.61,1.314,7382722,59.58,0.27077766210894305,0.005808863768936412,7349046.774193549
RBLX,Communication,46158622720.0,0.581,113.18417,-3.42737,,-41.392593,,1.641,9330596,65.76,0.5560520135431817,-0.42173758854780397,9462077.41935484
EW,Health Care,47766458368.0,17.574,4.6295667,0.13492,35.68421,27.93208,,0.955,3432970,81.36,0.1951096982507532,-0.013220089487387954,3563275.806451613
TGT,Consumer Staples,47925477376.0,34.234,3.0808551,0.25094998,12.466903,13.75801,4.43,1.124,7091719,105.47,0.29967340929312825,0.1518491442139014,7091608.064516129
LNG,Energy,46485348352.0,31.073,6.807196,0.49438,11.889826,14.778246,1.04,0.262,1959778,211.52,0.18813290716830372,0.00040486224399760573,1977343.5483870967
XEL,Utilities,44992512000.0,35.813,2.1238098,0.09449001,23.11854,18.480093,3.0,0.469,5271501,76.06,0.15461380568541153,-0.055721807156267844,5286522.580645162
EXC,Utilities,45227229184.0,27.827,1.6092284,0.10308,15.935943,15.798423,3.6,0.556,7565659,44.78,0.16009257120859097,-0.02057665358300098,7584219.354838709
NDAQ,Financials,55595024384.0,21.425,4.5222874,0.15253,31.355988,22.23436,1.11,1.019,3262737,96.89,0.17534526053921298,0.13674823576462858,3255548.3870967743
COIN,Financials,52513124352.0,59.624,3.2661345,0.26005,17.218391,29.840593,,3.707,9172670,194.74,0.5568916542359572,-0.4335330554870789,9246616.129032258
MSCI,Financials,45776506880.0,-36.067,-16.89134,,38.75445,27.702822,1.35,1.303,579385,609.22,0.2055607781651032,0.03838022231194316,584095.1612903225
PSA,Real Estate,48461127680.0,28.28,9.766266,0.19933,28.829855,27.392628,4.33,0.991,1133562,276.19,0.22033548968825295,0.002428705309667878,1137059.677419355
ALNY,Health Care,44662394880.0,1.775,190.45634,0.32724997,1126.8666,31.988388,,0.321,1381855,338.06,0.3598290100599968,-0.25870539596463193,1388883.8709677418
MET,Financials,52457250816.0,43.806,1.8006666,0.12798001,14.716417,8.009642,2.9,0.756,3607054,78.88,0.231373029593429,-0.004639003306490808,3619529.0322580645
TTWO,Communication,40706777088.0,18.581,11.856197,-0.86609,,27.789587,,0.925,1670924,220.3,0.2958128618666014,-0.1406950608589823,1666733.8709677418
TRGP,Energy,43249258496.0,12.599,15.95206,0.4985,27.159458,20.117031,1.98,0.874,1489237,200.98,0.277691924299327,0.31123277388808646,1497295.1612903227
RSG,Industrials,67154497536.0,38.294,5.616807,0.18249,31.95988,29.459057,1.16,0.561,1521667,215.09,0.1536803528269222,0.03594973488221598,1538701.6129032257
EBAY,Consumer Discretionary,41687539712.0,10.394,8.776217,0.42430001,20.922018,15.593189,1.23,1.348,4271291,91.22,0.2604428880716947,0.12583722952087473,4362514.516129033
DAL,Industrials,43023716352.0,31.977,2.0605435,0.2777,8.692612,7.890867,1.13,1.379,7761950,65.89,0.3561568134722374,0.14830948349811046,7760588.70967742
YUM,Consumer Discretionary,43175014400.0,-26.996,-5.760113,,30.31189,23.242918,1.83,0.669,2182449,155.5,0.2469645093953891,0.13042737469828203,2186325.806451613
ETR,Utilities,42824175616.0,37.308,2.5702262,0.11188,23.618227,21.811869,2.67,0.648,2559398,95.89,0.17722827980260208,0.004578373016269399,2569675.806451613
MCHP,Information Technology,41030725632.0,12.389,6.1280165,-0.02854,,28.813784,2.29,1.445,9055219,75.92,0.5032557665539602,0.22724734667973379,9023387.096774194
AIG,Financials,41483804672.0,75.456,0.9923664,0.07688,13.3714285,9.537444,2.42,0.624,5043786,74.88,0.29340412800582366,-0.04670088686500162,5014856.451612903
NUE,Materials,40672759808.0,91.304,1.9464645,0.09361,23.919247,12.993517,1.25,1.88,1585722,177.72,0.2694685399442489,0.18844353344839138,1592285.4838709678
PEG,Utilities,41110323200.0,34.086,2.4162414,0.12579,19.70335,18.731167,3.07,0.613,2961140,82.36,0.1662851567997679,0.0305275120867603,2970469.35483871
SYY,Consumer Staples,40158334976.0,4.767,17.589678,0.82345,22.66216,16.44856,2.57,0.618,3430683,83.85,0.2881052734907262,0.13716994132140692,3430130.64516129
FIX,Industrials,40294944768.0,63.461,17.99688,0.43842,49.74303,37.098404,0.17,1.664,573218,1142.1,0.482105560945433,0.18354208004410277,569025.8064516129
DHI,Consumer Discretionary,43327254528.0,82.601,1.8019153,0.13477,13.680146,12.087114,1.2,1.42,3161447,148.84,0.3750055087883719,0.0014761806981520298,3158711.290322581
CTSH,Information Technology,40077770752.0,30.843,2.660571,0.14501001,19.08372,14.572589,1.5,0.954,4659039,82.06,0.23665955757888135,0.13088641916584698,4672719.354838709
IQV,Health Care,39194542080.0,36.171,6.3628316,0.19374001,32.3699,17.764204,,1.367,1327013,230.15,0.22702391301324576,0.06324488015337448,1330309.677419355
WAB,Industrials,39344087040.0,64.646,3.5600035,0.11147001,33.79442,22.52238,0.43,1.004,786272,230.14,0.20690081234741686,0.12706425432474133,790550.0
VMC,Materials,39710621696.0,66.168,4.5420747,0.13520999,35.316097,30.656525,0.65,1.064,1004190,300.54,0.239835174287974,0.03990831408602835,1011590.3225806452
DDOG,Information Technology,45348745216.0,9.811,13.181124,0.03519,417.16132,55.205746,,1.263,5001060,129.32,0.6535828290363003,-0.2056998386866401,4985532.258064516
TER,Information Technology,38344675328.0,17.281,13.948846,0.15767999,91.65399,45.775215,0.19,1.835,3040100,241.05,0.486066319896019,0.3272016532541677,3064291.935483871
ROP,Information Technology,39958245376.0,186.506,1.9904455,0.07929,25.70845,15.895159,1.0,0.942,1179926,371.23,0.2547892784822582,-0.1662210282478781,1179682.2580645161
MLM,Materials,39317241856.0,161.424,4.038743,0.12523,33.553783,29.678015,0.51,1.156,418431,651.95,0.23272818353120064,0.06478453750344038,417395.1612903226
PRU,Financials,39104380928.0,91.718,1.2114307,0.085,15.055555,7.439417,4.91,0.961,1722183,111.11,0.20293865711117157,0.08248338765914487,1728616.1290322582
MSTR,Information Technology,43317788672.0,182.268,0.8213729,0.25586,5.877896,3.0512376,,3.433,20014216,149.71,0.6498517063481806,-0.44451040299371414,19918370.967741936
ED,Utilities,38486564864.0,66.947,1.5927525,0.08839,18.512152,17.678236,3.24,0.379,2136473,106.63,0.1644180544009512,0.10376814831025127,2146703.2258064514
AXON,Industrials,38414270464.0,38.379,12.600119,0.10028,161.19333,64.15102,,1.414,897616,483.58,0.4743329757327339,-0.33957909472281733,891738.7096774194
DELL,Information Technology,76697714688.0,-3.928,-29.13442,,15.850416,9.959099,1.77,1.112,6889934,114.44,0.4333407620117022,-0.2905334937560299,6844600.0
RMD,Health Care,37704552448.0,43.341,5.9599457,0.25676,25.575247,21.238407,0.93,0.876,1031714,258.31,0.20408012115607774,0.04878640512043275,1056485.4838709678
CCI,Real Estate,37803929600.0,-3.432,-25.294289,-2.06679,,26.246567,4.89,0.976,2840057,86.81,0.23028232242989238,-0.02641882687950492,2835898.3870967743
A,Health Care,37946531840.0,23.815,5.6204076,0.20618999,29.16122,20.446102,0.77,1.291,1998111,133.85,0.2559082622954123,-0.08383959620401027,1989870.9677419355
KEYS,Information Technology,37169197056.0,34.338,6.3000174,0.1582,44.059067,23.319866,,1.179,1184313,216.33,0.32356117865148787,0.18238955997293527,1204074.1935483871
WDAY,Information Technology,46893211648.0,33.633,5.221955,0.073359996,73.48535,16.367868,,1.142,3141270,175.63,0.3427225291179344,-0.2679642955017927,3122327.419354839
HIG,Financials,37668274176.0,66.676,2.0256164,0.21656,10.13964,9.386618,1.78,,1470385,135.06,0.17832726934136858,0.09239794604860196,1474648.3870967743
KR,Consumer Staples,41649324032.0,12.338,5.0940185,0.07997,54.652172,11.857797,2.27,0.6,6577421,62.85,0.24741898463577358,-0.006990049920662322,6664040.322580645
STT,Financials,36550828032.0,87.008,1.5039996,0.11078,13.98077,10.07616,2.56,1.448,2004624,130.86,0.23182997529616595,0.13883479803573184,2009048.3870967743
VTR,Real Estate,36484149248.0,26.333,2.9495308,0.021559998,143.83333,137.46902,2.5,0.8,2991883,77.67,0.1405174125735311,0.05902843733531293,3020782.2580645164
WEC,Utilities,36000313344.0,41.711,2.653257,0.12807,20.920605,19.796436,3.45,0.573,2117839,110.67,0.12179512942813524,-0.0015074714829761415,2150088.709677419
GEHC,Health Care,36054704128.0,21.938,3.5996902,0.24450001,16.316116,16.031393,0.18,1.229,3521237,78.97,0.2890250434154437,0.05405426873019459,3517277.419354839
CPRT,Industrials,39282159616.0,9.918,4.091551,0.18124,24.743904,22.512678,,1.103,8869936,40.58,0.22632586988227876,-0.056498409330602684,8821070.967741935
CIEN,Information Technology,35519287296.0,19.355,13.010076,0.04448,292.8023,36.563675,,1.137,2962114,251.81,0.6928925049579939,0.3258740521606027,2948954.8387096776
IR,Industrials,34216685568.0,25.62,3.3602653,0.05382,65.71756,24.194136,0.09,1.332,2862813,86.09,0.3006291140190741,0.12815613361565936,2928674.193548387
RKLB,Industrials,42769895424.0,2.581,31.022858,-0.2324,,-513.2692,,2.166,23946921,80.07,0.9481650260199381,0.2713559904224325,23783746.774193548
FICO,Information Technology,34709516288.0,-76.09,-19.229467,,54.05135,27.846785,,1.293,233829,1463.17,0.316862851022219,-0.11832264670423476,235080.64516129033
EQT,Energy,36027609088.0,37.098,1.5561485,0.08488,18.326982,13.822679,1.17,0.681,9436504,57.73,0.34901273994121423,0.08064684972629599,9368488.709677419
KDP,Consumer Staples,37279522816.0,18.64,1.4721031,0.06291,23.058823,12.64219,3.43,0.349,13667336,27.44,0.1930500960594046,0.018674003300352293,13802917.741935484
MTB,Financials,34624589824.0,173.492,1.2771194,0.09797,13.018214,10.579114,2.71,0.583,1019331,221.57,0.20221994929127488,0.21461427153860346,1016979.0322580645
